0.000000e+00;0.000000e+00
1.000000e+00;0.000000e+00
1.000000e+00;1.000000e+00
0.000000e+00;1.000000e+00
5.000000e-01;5.000000e-01
0.000000e+00;5.000000e-01
5.000000e-01;0.000000e+00
1.000000e+00;5.000000e-01
5.000000e-01;1.000000e+00
7.500000e-01;2.500000e-01
2.500000e-01;7.500000e-01
7.500000e-01;7.500000e-01
5.000000e-01;2.500000e-01
7.500000e-01;0.000000e+00
1.000000e+00;2.500000e-01
8.750000e-01;3.750000e-01
8.750000e-01;1.250000e-01
8.750000e-01;2.500000e-01
1.000000e+00;3.750000e-01
8.125000e-01;5.625000e-01
7.500000e-01;1.250000e-01
6.250000e-01;1.875000e-01
5.156250e-01;1.250000e-01
2.500000e-01;0.000000e+00
6.250000e-01;0.000000e+00
3.750000e-01;0.000000e+00
6.562500e-01;9.375000e-02
3.125000e-01;1.875000e-01
3.125000e-01;8.333333e-02
4.076522e-01;1.354167e-01
0.000000e+00;2.500000e-01
1.562500e-01;1.354167e-01
1.783854e-01;3.294271e-01
1.250000e-01;0.000000e+00
2.124364e-01;2.272741e-01
1.073256e-01;2.489888e-01
8.750000e-01;0.000000e+00
1.000000e+00;1.250000e-01
8.906250e-01;4.843750e-01
1.000000e+00;7.500000e-01
6.406250e-01;6.093750e-01
7.031250e-01;4.218750e-01
6.138393e-01;3.214286e-01
7.052116e-01;3.301145e-01
5.904729e-01;4.321045e-01
6.543161e-01;5.097720e-01
4.769061e-01;3.750000e-01
3.095807e-01;4.705468e-01
3.815815e-01;2.927554e-01
4.099360e-01;4.520061e-01
3.862898e-01;6.048827e-01
5.130840e-01;6.282670e-01
5.971764e-01;7.560156e-01
4.206984e-01;7.737566e-01
4.375506e-01;6.823805e-01
2.368867e-01;6.011262e-01
6.714332e-01;6.982603e-01
7.500000e-01;1.000000e+00
2.500000e-01;1.000000e+00
3.099110e-01;6.697084e-01
0.000000e+00;7.500000e-01
1.635421e-01;4.747708e-01
2.347089e-01;4.086089e-01
0.000000e+00;6.250000e-01
0.000000e+00;3.750000e-01
9.335878e-02;5.625000e-01
1.000880e-01;3.948607e-01
1.373785e-01;6.849056e-01
6.783902e-01;8.750000e-01
6.250000e-01;1.000000e+00
5.470901e-01;8.774111e-01
3.750000e-01;1.000000e+00
5.116384e-01;7.917539e-01
3.201372e-01;8.711814e-01
4.332559e-01;8.873300e-01
0.000000e+00;1.250000e-01
8.138021e-02;8.138021e-02
1.000000e+00;6.250000e-01
8.750000e-01;6.875000e-01
8.750000e-01;8.750000e-01
8.437500e-01;7.812500e-01
7.766951e-01;9.016951e-01
1.000000e+00;8.750000e-01
8.750000e-01;1.000000e+00
1.250000e-01;8.750000e-01
2.220592e-01;8.470592e-01
9.725681e-02;7.777432e-01
1.250000e-01;1.000000e+00
0.000000e+00;8.750000e-01
